Code; Description; CodeType; Deprecated; Created; Modified; 
MT-QC-TEMP; Temperature of metallothionein assay; PARAM; False; 2013-05-02; 2013-05-02; 
MTBE; Methyl tertiary butyl ether; PARAM; False; 2012-06-25; 2015-04-01; 
MTBUZ; Metribuzin; PARAM; False; 2012-06-25; 2012-06-25; 
MTM; Metamitron; PARAM; False; 2007-07-31; 2007-07-31; 
MXDFC; mixed foci of cellular alteration; PARAM; False; 2008-06-10; 2008-06-11; 
MYTI INT; Mytilicola intestinalis; PARAM; False; 2012-03-05; 2012-03-05; 
MZCL; Metazachlor; PARAM; False; 2006-10-23; 2006-10-23; 
N; nitrogen; PARAM; False; 2006-10-23; 2006-10-23; 
N15; Nitrogen isotope of mass 15; PARAM; False; 2012-03-22; 2012-03-22; 
NA; sodium; PARAM; False; 2006-10-23; 2006-10-23; 
NA2O; Sodium oxide (Na2O); PARAM; False; 2016-04-06; 2016-04-08; 
NACL1; 1-chloronaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NACL8; octachloronaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAD; no abnormalities detected; PARAM; False; 2008-06-10; 2008-06-11; 
NAP; naphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAP1M; 1-methylnaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAP1OH; 1-Hydroxynaphthalene; PARAM; False; 2009-11-24; 2009-11-24; 
NAP1OH-QC; 1-Hydroxynaphthalene normalised (QC parameter); PARAM; False; 2013-08-02; 2013-08-02; 
NAP2M; 2-methylnaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAP2OH; 2-hydroxy naphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAP2OH-QC; NAP2OH normalised (QC parameter); PARAM; False; 2013-08-02; 2013-08-02; 
NAPC1; C1-naphthalenes; PARAM; False; 2006-10-23; 2006-10-23; 
NAPC2; C2-naphthalenes; PARAM; False; 2006-10-23; 2006-10-23; 
NAPC3; C3-naphthalenes; PARAM; False; 2006-10-23; 2006-10-23; 
NAPC4; C4-naphthalenes; PARAM; False; 2006-10-23; 2006-10-23; 
NAPCL; chloronaphthalene (mixture); PARAM; False; 2006-10-23; 2006-10-23; 
NAPCLD; Naphthalene  chloro derivatives; PARAM; False; 2012-08-29; 2015-04-01; 
NAPD2; 1 6-dimethylnaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAPD3; 1 5-dimethylnaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAPDI; 2 6-dimethylnaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAPT2; 2 3 6-trimethylnaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAPT3; 1 2 4-trimethylnaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAPT4; 1 2 3-trimethylnaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NAPTM; 2 3 5-trimethylnaphthalene; PARAM; False; 2006-10-23; 2006-10-23; 
NB; niobium; PARAM; False; 2006-10-23; 2006-10-23; 
NB95; niobium-95; PARAM; False; 2006-10-23; 2006-10-23; 
NBDE; nonabromodiphenyl ether (sum of congeners); PARAM; False; 2006-10-23; 2006-10-23; 
NBZ; nitrobenzene; PARAM; False; 2007-07-31; 2007-07-31; 
NCB2; 2 2 3-exo 5-endo 6-exo 8 9 10 10-nonachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
ND; neodymium; PARAM; False; 2006-10-23; 2006-10-23; 
NDECAE; neodecanoic acid  ethenyl ester; PARAM; False; 2006-10-23; 2006-10-23; 
NECRCG; coagulative necrosis; PARAM; False; 2008-06-10; 2008-06-11; 
NI; nickel; PARAM; False; 2006-10-23; 2006-10-23; 
NINOR; inorganic nitrogen; PARAM; False; 2007-07-31; 2007-07-31; 
NITRF; Nitrofen; PARAM; False; 2006-10-23; 2006-10-23; 
NMC1; 1-Naphthyl methylcarbamate; PARAM; False; 2006-10-23; 2006-10-23; 
NONC3; nonachlor III; PARAM; False; 2006-10-23; 2006-10-23; 
NOPHE; Nonylphenols; PARAM; False; 2007-06-28; 2007-06-28; 
NOPHE4; 4-Nonylphenol; PARAM; False; 2007-06-28; 2007-06-28; 
NOPHE4X; Phenol  4-nonyl-  branched; PARAM; False; 2012-07-24; 2012-07-24; 
NORG; organic nitrogen (N); PARAM; False; 2006-10-23; 2006-10-23; 
NP1EO; nonylphenolmonoethoxylates; PARAM; False; 2008-08-12; 2008-08-12; 
NP2EO; nonylphenoldiethoxylates; PARAM; False; 2008-08-12; 2008-08-12; 
NRR; neutral red retention time (mean retention time in minutes); PARAM; False; 2006-10-23; 2014-07-23; 
NTOT; total nitrogen (N); PARAM; False; 2006-10-23; 2006-10-23; 
NTRA; nitrate (NO3-N); PARAM; False; 2006-10-23; 2006-10-23; 
NTRI; nitrite (NO2-N); PARAM; False; 2006-10-23; 2006-10-23; 
NTRZ; nitrate + nitrite (-N); PARAM; False; 2006-10-23; 2006-10-23; 
OBDE; octa-bromodiphenyl ether (sum of congeners); PARAM; False; 2006-10-23; 2006-10-23; 
OCB1; 2 2 5-endo 6-exo-8 9 10 10-octachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
OCB2; 2-endo 3-exo 6-exo 8 8 9 10 10-octachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
OCDAN; oxychlordane; PARAM; False; 2006-10-23; 2006-10-23; 
OCDF; Octachlorodibenzofuran; PARAM; False; 2016-04-08; 2016-04-08; 
OCPHE4; 4-Octylphenol; PARAM; False; 2007-06-28; 2007-06-28; 
OCPHEpt; p-tert-Octylphenol; PARAM; False; 2007-06-28; 2007-06-28; 
OCS; octachlorostyrene; PARAM; False; 2006-10-23; 2006-10-23; 
ODEMTM; Oydemeton-methyl; PARAM; False; 2006-10-23; 2006-10-23; 
P; phosphorus; PARAM; False; 2006-10-23; 2006-10-23; 
P2O5; Phosphorus oxide (P2O5); PARAM; False; 2016-04-08; 2016-04-08; 
P31; Parlar 31; PARAM; False; 2013-01-24; 2013-01-24; 
P38; Parlar 38; PARAM; False; 2006-10-23; 2006-10-23; 
P39; Parlar 39; PARAM; False; 2006-10-23; 2006-10-23; 
P42; Parlar 42; PARAM; False; 2013-01-24; 2013-01-24; 
P42A; Parlar 42a; PARAM; False; 2006-10-23; 2006-10-23; 
P51; Parlar 51; PARAM; False; 2006-10-23; 2006-10-23; 
P56; Parlar 56; PARAM; False; 2006-10-23; 2006-10-23; 
P58; Parlar 58; PARAM; False; 2006-10-23; 2006-10-23; 
P59; Parlar 59; PARAM; False; 2013-01-24; 2013-01-24; 
P69; Parlar 69 (2 2 5 5 6-exo 8b 8c 9c 10a 10b-decachlorobornane); PARAM; False; 2006-10-23; 2006-10-23; 
PA; phenanthrene; PARAM; False; 2006-10-23; 2006-10-23; 
PA1OH; 1-hydroxy phenanthrene (Unit example: ng/g); PARAM; False; 2006-10-23; 2006-10-23; 
PA2OH; 2-Hydroxyphenanthrene; PARAM; False; 2009-12-02; 2009-12-02; 
PA3OH; 3-Hydroxyphenanthrene; PARAM; False; 2009-12-02; 2009-12-02; 
PA4OH; 4-Hydroxyphenanthrene; PARAM; False; 2009-12-02; 2009-12-02; 
PA9OH; 9-Hydroxyphenanthrene; PARAM; False; 2009-12-02; 2009-12-02; 
PAANT; phenanthrene+anthracene; PARAM; False; 2006-10-23; 2006-10-23; 
PABC; Benzo[c]phenanthrene; PARAM; False; 2006-10-23; 2006-10-23; 
PAC1; C1-phenanthrenes; PARAM; False; 2006-10-23; 2006-10-23; 
PAC2; C2-phenanthrenes; PARAM; False; 2006-10-23; 2006-10-23; 
PAC3; C3-phenanthrenes; PARAM; False; 2006-10-23; 2006-10-23; 
PADM1; 3 6-dimethylphenanthrene; PARAM; False; 2006-10-23; 2006-10-23; 
PADM2; 9 10-dimethylphenanthrene; PARAM; False; 2006-10-23; 2006-10-23; 
PAH; polycyclic aromatic hydrocarbons - unspecified; PARAM; False; 2006-10-23; 2012-09-04; 
PAM1; 1-methylphenanthrene; PARAM; False; 2006-10-23; 2006-10-23; 
PAM2; 2-methylphenanthrene; PARAM; False; 2006-10-23; 2006-10-23; 
PAM3; 3-Methylphenanthrene; PARAM; False; 2012-03-10; 2012-03-10; 
PAM9; 9-methylphenanthrene; PARAM; False; 2006-10-23; 2006-10-23; 
PANACA; pancreatic acinar cell adenoma; PARAM; False; 2006-10-23; 2008-06-11; 
PANACC; pancreatic acinar carcinoma; PARAM; False; 2006-10-23; 2008-06-11; 
PAR; parathion  parathion-ethyl; PARAM; False; 2006-10-23; 2006-10-23; 
PARM; parathion-methyl; PARAM; False; 2006-10-23; 2006-10-23; 
PATM128; Phenanthrene  1 2 8-trimethyl-; PARAM; False; 2013-06-12; 2013-06-12; 
PB; lead; PARAM; False; 2006-10-23; 2006-10-23; 
PB210; lead-210; PARAM; False; 2006-10-23; 2006-10-23; 
PB214; lead-214; PARAM; False; 2006-10-23; 2006-10-23; 
PBB; polybrominated biphenyls; PARAM; False; 2006-10-23; 2006-10-23; 
PBB101; 2 4 5 2' 5'-Pentabromobiphenyl (PBB101); PARAM; False; 2014-09-20; 2014-09-20; 
PBB126; 1 1'-Biphenyl  3 3' 4 4' 5-pentabromo- (PBB126); PARAM; False; 2014-09-20; 2014-09-20; 
PBB15; 4 4'-dibromobiphenyl; PARAM; False; 2006-10-23; 2006-10-23; 
PBB153; 2 2' 4 4' 5 5'-Hexabromo-1 1'-biphenyl; PARAM; False; 2011-07-18; 2011-07-18; 
PBB153+BD154; PBB153 + BD154 (PBB153 + BDE154); PARAM; False; 2011-07-19; 2011-12-06; 
PBB169; 3 3' 4 4' 5 5'-Hexabromobiphenyl (PBB169); PARAM; False; 2014-09-20; 2014-09-20; 
PBB49; 2 2' 4 5'-tetrabromobiphenyl; PARAM; False; 2006-10-23; 2006-10-23; 
PBB52; 2 2' 5 5'-tetrabromobiphenyl; PARAM; False; 2006-10-23; 2006-10-23; 
PBB77; 3 3' 4 4'-Tetrabromobiphenyl (PBB77); PARAM; False; 2014-09-20; 2014-09-20; 
PBB80; 3 3' 5 5'-Tetrabromobiphenyl; PARAM; False; 2014-09-30; 2014-09-30; 
PBB81; 1 1'-Biphenyl  3 4 4' 5-tetrabromo- (PBB81); PARAM; False; 2014-09-20; 2014-09-20; 
PBET2; Diethyl lead dihydride; PARAM; False; 2016-03-20; 2016-03-20; 
PBET2+; Diethyllead(2+); PARAM; False; 2016-03-20; 2016-03-20; 
PBET3CL; triethyllead chloride; PARAM; False; 2016-03-20; 2016-03-20; 
PBET4; tetraethyl-lead; PARAM; False; 2016-03-20; 2016-03-20; 
PBMET4; tetramethyl-lead; PARAM; False; 2016-03-20; 2016-03-20; 
PCA; Pentachloroanisole; PARAM; False; 2015-03-16; 2015-03-16; 
PCB; polychlorinated biphenyls - Deprecated-  Report as single PCBs; PARAM; True; 2006-10-23; 2015-03-05; 
PCC; polychlorinated camphenes (as toxaphene) (chlorinated bornanes); PARAM; False; 2006-10-23; 2006-10-23; 
PCC25; Parlar 25; PARAM; False; 2015-03-16; 2015-03-16; 
PCC26; Parlar 26 (2-endo 3-exo 5-endo 6-exo 8 8 10 10 octachlorobornane); PARAM; False; 2006-10-23; 2006-10-23; 
PCC32; Parlar 32 (2-endo 2-exo 5-endo 6-exo 8 9 10 heptachlorobornane); PARAM; False; 2006-10-23; 2006-10-23; 
PCC40; Parlar 40 (2-endo 3-exo 5-endo 6-exo 8 9 10 10 octachlorobornane); PARAM; False; 2006-10-23; 2006-10-23; 
PCC40+41; Parlar 40 + Parlar 41; PARAM; False; 2008-07-14; 2008-07-14; 
PCC41; Parlar 41 (2-exo 3-endo 5-exo 8 9 9 10 10 octachlorobornane); PARAM; False; 2006-10-23; 2006-10-23; 
PCC44; Parlar 44 (2-exo 5 5 8 9 9 10 10 octachlorobornane); PARAM; False; 2006-10-23; 2006-10-23; 
PCC50; Parlar 50 (2-endo 3-exo 5-endo 6-exo 8 8 9 10 10 nonachlorobornane); PARAM; False; 2006-10-23; 2006-10-23; 
PCC62; Parlar 62 (2-endo 2-exo 5-endo 5-exo 8 9 9 10 10 nonachlorobornane); PARAM; False; 2006-10-23; 2006-10-23; 
PCDD; polychlorinated dibenzo-p-dioxins; PARAM; False; 2006-10-23; 2006-10-23; 
PCDF; polychlorinated dibenzo-furans; PARAM; False; 2006-10-23; 2006-10-23; 
PCE; pentachloroethane; PARAM; False; 2006-10-23; 2006-10-23; 
PCI; penis classification index (Sum of imposex stage values of all females examined) / (Number of females); PARAM; False; 2006-10-23; 2006-10-23; 
PCO2; partial pressure of carbon dioxide; PARAM; False; 2011-12-08; 2011-12-08; 
PCP; pentachlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
PCT; polychlorinated terphenyls; PARAM; False; 2006-10-23; 2006-10-23; 
PCTA; pentachlorothioanisole; PARAM; False; 2006-10-23; 2006-10-23; 
PDMT; Pendimethalin; PARAM; False; 2007-07-31; 2011-12-07; 
PEBDE; penta-bromodiphenyl ether (sum of congeners); PARAM; False; 2006-10-23; 2006-10-23; 
PECB1; 2-exo 5-endo 9 9 10-pentachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
PER; perylene; PARAM; False; 2006-10-23; 2006-10-23; 
PFBA; Perfluorobutyric acid; PARAM; False; 2015-06-19; 2015-06-19; 
PFBS; Potassium perfluorobutanesulfonate; PARAM; False; 2007-07-31; 2015-06-19; 
PFBSA; Perfluorobutanesulfonic acid; PARAM; False; 2015-06-19; 2015-06-19; 
PFDA; Perfluorodecanoic acid; PARAM; False; 2007-07-31; 2007-07-31; 
PFDoA; Perfluorododecanoic acid; PARAM; False; 2011-11-21; 2011-11-21; 
PFDS; Perfluorodecanesulfonic acid; PARAM; False; 2011-11-21; 2011-11-21; 
PFHPA; Perfluoroheptanoic acid; PARAM; False; 2007-07-31; 2007-07-31; 
PFHpS; Perfluoroheptanesulfonic acid; PARAM; False; 2015-03-16; 2015-03-16; 
PFHXA; Perfluorohexanoic acid; PARAM; False; 2007-07-31; 2007-07-31; 
PFHXS; Perfluorohexanesulfonic acid; PARAM; False; 2007-07-31; 2007-07-31; 
PFNA; Perfluorononanoic acid; PARAM; False; 2015-06-19; 2015-06-19; 
PFNOA; perfluorononanoic acid; PARAM; False; 2007-07-31; 2007-07-31; 
PFOA; Perfluorooctanoic acid; PARAM; False; 2007-07-31; 2007-07-31; 
PFOS; perfluorooctanyl sulphonic acid; PARAM; False; 2006-10-23; 2006-10-23; 
PFOSA; perfluorooctylsulfonate acid amide; PARAM; False; 2007-07-31; 2007-07-31; 
PFPeA; Perfluoropentanoic acid; PARAM; False; 2015-06-19; 2015-06-19; 
PFTDA; Perfluorotetradecanoic acid; PARAM; False; 2012-03-01; 2012-03-01; 
PFTrDA; Perfluorotridecanoic acid; PARAM; False; 2012-03-01; 2012-03-01; 
PFUnda; Perfluoroundecanoic acid; PARAM; False; 2012-03-01; 2012-03-01; 
PH; hydrogen ion concentration (pH); PARAM; False; 2006-10-23; 2006-10-23; 
PHATA; phaeophytin-a; PARAM; False; 2009-08-26; 2009-08-26; 
PHATL; phaeophytin-a (Lorenz method); PARAM; False; 2006-10-23; 2006-10-23; 
PHE-U; phenols - unspecified; PARAM; False; 2012-09-04; 2012-09-04; 
PHENOL; phenol; PARAM; False; 2008-09-08; 2008-09-08; 
PHOS; phosphate (PO4-P); PARAM; False; 2006-10-23; 2006-10-23; 
PHOSLD; phospholipidosis; PARAM; False; 2006-10-23; 2008-06-11; 
PHYT; phytane; PARAM; False; 2007-07-27; 2007-07-27; 
PIRMC; Pirimicarb; PARAM; False; 2012-06-25; 2012-06-25; 
PMIREX; Photomirex; PARAM; False; 2015-02-27; 2015-02-27; 
PMP2; 2-(phenylmethyl)phenol; PARAM; False; 2006-10-23; 2006-10-23; 
PMTR; prometryn; PARAM; False; 2006-10-23; 2006-10-23; 
PNR; Percent net response; PARAM; False; 2006-10-23; 2006-10-23; 
POC; particulate organic carbon; PARAM; False; 2006-10-23; 2006-10-23; 
POPDEN; Population density; PARAM; False; 2006-10-23; 2006-10-23; 
PR; Praseodymium; PARAM; False; 2016-04-05; 2016-04-05; 
PRCAZL; Propiconazole; PARAM; False; 2012-06-25; 2012-06-25; 
PRES; pressure; PARAM; False; 2007-09-03; 2007-09-03; 
PRIS; pristane; PARAM; False; 2007-07-27; 2007-07-27; 
PROJ; Project (MATRX=SI); PARAM; False; 2006-10-23; 2014-11-05; 
PROPE; propetamphos; PARAM; False; 2008-07-08; 2008-07-08; 
PROTM; protein concentration (mass) (Unit example: mg protein / gram matrix); PARAM; False; 2006-10-23; 2006-10-23; 
PROTV; protein concentration (volume) (Unit example: mg protein / ml homogenized matrix); PARAM; False; 2006-10-23; 2006-10-23; 
PROZ; propazine; PARAM; False; 2006-10-23; 2006-10-23; 
PRSNT;" Present - Species is present but not counted or weighed. Value is ""1"" for ""yes"""; PARAM; False; 2016-03-18; 2016-03-18; 
PSAL; salinity; PARAM; False; 2006-10-23; 2009-11-19; 
PSALA; salinity. Conductivity measurement by laboratory salinometer. Measurement from water sample (temperature measurement by thermometer assumed); PARAM; False; 2006-10-23; 2006-10-23; 
PSALB; salinity. Refractive Index/direct density measurement. Measurement from water sample (temperature measurement by thermometer assumed); PARAM; False; 2006-10-23; 2006-10-23; 
PSALC; salinity. Conductivity/salinity measurement from CTD/STD yielding precision in salinity < 0.01 x 10-3. Salinity measurement in situ (temperature measurement by thermistor assumed); PARAM; False; 2006-10-23; 2006-10-23; 
PSALD; salinity. Conductivity/salinity measurement from CTD/STD yielding precision in salinity > 0.01 x 10-3. Salinity measurement in situ (temperature measurement by thermistor assumed); PARAM; False; 2006-10-23; 2006-10-23; 
PSALE; salinity. Conductivity/salinity measurement from CTD/STD calibrated with at least one in situ sample yielding precision in salinity < 0.01 x 10-3. Salinity measurement in situ (temperature measurement by thermistor assumed); PARAM; False; 2006-10-23; 2006-10-23; 
PSALend; Salinity measured at end of time period - passive sampling only; PARAM; False; 2015-11-09; 2015-11-09; 
PSALF; salinity. Conductivity/salinity measurement from CTD/STD calibrated with at least one in situ sample yielding precision in salinity > 0.01 x 10-3. Salinity measurement in situ (temperature measurement by thermistor assumed); PARAM; False; 2006-10-23; 2006-10-23; 
PSALG; salinity. Conductivity/salinity measurement using instrument yielding precision in salinity > 0.5 x 10-3 (e.g.  Switchgear Bridge). Salinity measurement in situ (temperature measurement by thermistor assumed); PARAM; False; 2006-10-23; 2006-10-23; 
PSALMAX; Highest salinity measured in time period - passive sampling only; PARAM; False; 2015-11-09; 2015-11-09; 
PSALMIN; Lowest salinity measured in time period - passive sampling only; PARAM; False; 2015-11-09; 2015-11-09; 
PSALstart; Salinity measured at start of time period - passive sampling only; PARAM; False; 2015-11-09; 2015-11-09; 
PSALX; salinity calculated from chlorinity by UNESCO/SCOR/IAPSO formula: (PSALX = 1.80655 x CHLR); PARAM; False; 2006-10-23; 2006-10-23; 
PSEU TUM; Pseudobranchial swelling; PARAM; False; 2006-10-23; 2006-10-23; 
PTOT; total phosphorus (P); PARAM; False; 2006-10-23; 2006-10-23; 
PU239; plutonium-239; PARAM; False; 2006-10-23; 2006-10-23; 
PU240; plutonium-240; PARAM; False; 2006-10-23; 2006-10-23; 
PYR; pyrene; PARAM; False; 2006-10-23; 2006-10-23; 
PYR1OH; 1-hydroxy pyrene; PARAM; False; 2006-10-23; 2012-08-02; 
PYR1OH-QC; 1-hydroxy pyrene normalised (QC parameter); PARAM; False; 2013-08-02; 2013-08-02; 
PYR1OHEQ; 1-hydroxy pyrene equivalent; PARAM; False; 2006-10-23; 2006-10-23; 
PYRCPCD; Cyclopenta[cd]pyrene; PARAM; False; 2006-10-23; 2006-10-23; 
PYRM1; 1-methylpyrene; PARAM; False; 2006-10-23; 2006-10-23; 
PYRM2; 2-Methylpyrene; PARAM; False; 2012-03-10; 2012-03-10; 
PYRN21A; Naphtho[2 1-a]pyrene; PARAM; False; 2006-10-23; 2006-10-23; 
QCB; pentachlorobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
QCNB; pentachloronitrobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
QFN; Quinoxyfen; PARAM; False; 2016-04-27; 2016-04-27; 
RA226; radium-226; PARAM; False; 2006-10-23; 2006-10-23; 
RA228; radium-228; PARAM; False; 2006-10-23; 2006-10-23; 
RB; rubidium; PARAM; False; 2006-10-23; 2006-10-23; 
REDOX; redox potential; PARAM; False; 2006-10-23; 2006-10-23; 
REGNR; regeneration; PARAM; False; 2008-06-10; 2008-06-11; 
RHG; reactive mercury; PARAM; False; 2006-10-23; 2006-10-23; 
RICKET; Rickettsia sp.; PARAM; False; 2012-03-05; 2012-03-05; 
RPLI; Relative Penis Length Index (%) (mean female penis length/mean male penis length) x 100; PARAM; False; 2006-10-23; 2006-10-23; 
RPSI; Relative Penis Size Index (%) ((mean female penis length)^3/(mean male penis length)^3) x 100; PARAM; False; 2006-10-23; 2006-10-23; 
S; sulfur; PARAM; False; 2006-10-23; 2006-10-23; 
SALDI; aldrin + dieldrin; PARAM; False; 2006-10-23; 2006-10-23; 
SB; antimony; PARAM; False; 2006-10-23; 2006-10-23; 
SC; scandium; PARAM; False; 2006-10-23; 2006-10-23; 
SCB; sum of CBs.- Specify in method data (METDC). Deprecated. Request specific code; PARAM; True; 2006-10-23; 2015-03-05; 
SCB6; sum of CBs.- Sum of (CB28  CB52  CB101  CB138  CB153  CB180); PARAM; False; 2006-10-23; 2010-01-18; 
SCB7; sum of CBs.- Sum of (CB28  CB52  CB101  CB118  CB138  CB153  CB180); PARAM; False; 2006-10-23; 2010-01-18; 
SCCP; short chain chlorinated paraffin (C10-C13); PARAM; False; 2006-10-23; 2006-10-23; 
SDDT; sum of (DDT (p p')  DDE (p p')  DDD (p p')  DDT (o p')  DDE (o p')  DDD (o p')); PARAM; False; 2006-10-23; 2006-10-23; 
SDDTP; sum of (DDT (p p')  DDE (p p')  DDD (p p')); PARAM; False; 2006-10-23; 2006-10-23; 
SDEPL; sediment depth from surface (lower); PARAM; False; 2006-10-23; 2006-10-23; 
SDEPU; sediment depth from surface (upper); PARAM; False; 2006-10-23; 2006-10-23; 
SE; selenium; PARAM; False; 2006-10-23; 2006-10-23; 
SEBZ; Sebuthylazine; PARAM; False; 2006-10-23; 2006-10-23; 
SECCI; secchi depth; PARAM; False; 2006-10-23; 2006-10-23; 
SEDAGE; sediment age determined from time of sampling; PARAM; False; 2010-08-18; 2010-08-18; 
SFG; scope for growth (P = A - R); PARAM; False; 2009-12-03; 2009-12-03; 
SFRN; sulcofuron; PARAM; False; 2009-05-06; 2009-05-06; 
SHVOLint; internal shell volume; PARAM; False; 2012-03-08; 2012-03-08; 
SI; silicon; PARAM; False; 2006-10-23; 2006-10-23; 
SIMZ; simazine; PARAM; False; 2006-10-23; 2006-10-23; 
SIO2; total SiO2; PARAM; False; 2006-10-23; 2006-10-23; 
SIO3-SI; silicate silicon (SiO3-Si); PARAM; False; 2007-09-04; 2007-09-04; 
SKEL DEF; Skeletal deformity; PARAM; False; 2006-10-23; 2006-10-23; 
SKIN ULC; Skin ulcer (acute/healing ulcers); PARAM; False; 2006-10-23; 2006-10-23; 
SLCA; silicate (SiO4-Si); PARAM; False; 2006-10-23; 2006-10-23; 
SM; Samarium; PARAM; False; 2016-04-05; 2016-04-05; 
SN; tin; PARAM; False; 2006-10-23; 2006-10-23; 
SOD; super oxide dismutase (Unit example: micromol/min/mg protein); PARAM; False; 2006-10-23; 2006-10-23; 
SPABUN; Abundance number (number of specimen counted in trawl surveys); PARAM; False; 2014-03-07; 2014-03-07; 
SPAH; sum of PAHs (total); PARAM; False; 2006-10-23; 2012-09-04; 
SPAH5; Sum of 5 non-specified PAH's - legacy data only; PARAM; False; 2008-07-29; 2008-07-29; 
SPNHEP; spongiosis hepatitis; PARAM; False; 2006-10-23; 2008-06-11; 
SR; strontium; PARAM; False; 2006-10-23; 2006-10-23; 
SR90; strontium-90; PARAM; False; 2006-10-23; 2006-10-23; 
SRFAN; anionic surfactants; PARAM; False; 2012-08-21; 2012-08-21; 
STEI MYT; Steinhausia mytilovum; PARAM; False; 2012-03-05; 2012-03-07; 
STEP STO; Stephanostomum sp; PARAM; False; 2006-10-23; 2006-10-23; 
STETMA; macroscopic steatosis; PARAM; False; 2008-06-10; 2008-06-11; 
STETMI; microscopic steatosis; PARAM; False; 2008-06-10; 2008-06-11; 
STYRN; Styrene; PARAM; False; 2012-08-28; 2012-08-28; 
SurCurDir; Surface current direction (degrees) (MATRX=SI); PARAM; False; 2010-02-18; 2010-02-18; 
SurCurSpeed; Surface current speed (MATRX=SI); PARAM; False; 2010-02-18; 2010-02-18; 
SurSal; Surface salinity (MATRX=SI); PARAM; False; 2010-02-18; 2010-02-18; 
SurTemp; Surface temperature (MATRX=SI); PARAM; False; 2010-02-18; 2010-02-18; 
SURVT; survival time; PARAM; False; 2013-02-18; 2013-02-18; 
SUSP; suspended solids; PARAM; False; 2006-10-23; 2006-10-23; 
TA; Tantalum; PARAM; False; 2016-04-04; 2016-04-04; 
TACID; (2 4 5-Trichlorophenoxy)acetic acid; PARAM; False; 2006-10-23; 2006-10-23; 
TB; Terbium; PARAM; False; 2016-04-04; 2016-04-04; 
TBA; 2 4 6-tribromoanisole; PARAM; False; 2006-10-23; 2006-10-23; 
TBBPA; tetrabromobiphenol-A; PARAM; False; 2006-10-23; 2006-10-23; 
TBEP; Tris(2-butoxyethyl) phosphate; PARAM; False; 2015-02-26; 2015-02-26; 
TBP; Tri-n-butyl phosphate; PARAM; False; 2015-02-26; 2015-02-26; 
TBSN+; Tributyltin ion; PARAM; False; 2006-10-23; 2006-10-23; 
TBTIN; tributyltin (TBT) - expressed as Sn-atom; PARAM; False; 2006-10-23; 2008-11-28; 
TBUAZ; terbutylazine; PARAM; False; 2006-10-23; 2006-10-23; 
TC99; technetium-99; PARAM; False; 2009-07-14; 2009-07-14; 
TCDAN; trans-chlordane (gamma-chlordane); PARAM; False; 2006-10-23; 2006-10-23; 
TCDD; 2 3 7 8-tetrachloro-dibenzo[b e][1 4]dioxin; PARAM; False; 2006-10-23; 2006-10-23; 
TCE; 1 1 1-trichloroethane; PARAM; False; 2006-10-23; 2006-10-23; 
TCE2; 1 1 2-Trichloroethane; PARAM; False; 2006-10-23; 2006-10-23; 
TCLEP; Tris(2-chloroethyl) phosphate; PARAM; False; 2015-02-26; 2015-02-26; 
TCN; 1 2 3 4-Tetrachloronaphthalene; PARAM; False; 2007-07-31; 2007-07-31; 
TCP5; 2 3 4 5-Tetrachlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
TCP6; 2 3 5 6-Tetrachlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
TCPM; tris(4-chlorophenyl)methanol; PARAM; False; 2006-10-23; 2006-10-23; 
TCPME; tris(4-chlorophenyl)methane; PARAM; False; 2006-10-23; 2006-10-23; 
TCPP; Tris(1-chloro-2-propyl) phosphate; PARAM; False; 2015-02-26; 2015-02-26; 
TCPPA; 2 4 5-TCPPA; PARAM; False; 2012-06-25; 2012-06-25; 
TCTIN+; Tricyclohexyltin ion; PARAM; False; 2008-09-08; 2008-11-28; 
TDCEE12; trans-1 2-Dichloroethene; PARAM; False; 2012-10-03; 2012-10-03; 
TDCPP; Tris(1 3-dichloro-2-propyl) phosphate; PARAM; False; 2015-02-26; 2015-02-26; 
TDEOP; TDE (o p') = DDD (o p'); PARAM; False; 2006-10-23; 2006-10-23; 
TDEPP; TDE (p p') = DDD (p p'); PARAM; False; 2006-10-23; 2006-10-23; 
TE; tellurium; PARAM; False; 2006-10-23; 2006-10-23; 
